DRGCode,DRGDef,providertracking,providername,ProviderStreet,cityname,st_abrev,ProviderZip,HospitalReferralRegion,Discharges,AverageCoveredCharges,AverageTotalPayments
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,39,29738.69231,8622.769231
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,19,21474.57895,5462.578947
069,TRANSIENT ISCHEMIA,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,23,20006.82609,4946.391304
074,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,12,24289.41667,5879.166667
101,SEIZURES W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,20,19332,5346.85
149,DYSEQUILIBRIUM,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,27,17269.37037,4444.814815
176,PULMONARY EMBOLISM W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,15,33716.66667,7868.4
177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,29,43607.2069,13957.27586
178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,43,30901.23256,10268.06977
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,29,25960.89655,7614
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,31,28899.3871,6525.580645
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,25,19028.4,4830.96
193,SIMPLE PNEUMONIA & PLEURISY W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,30,37799.96667,12145.06667
194,SIMPLE PNEUMONIA & PLEURISY W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,112,26600.61607,6890.366071
195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,36,17219.13889,4810.277778
202,BRONCHITIS & ASTHMA W CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,17,28409,5782.529412
203,BRONCHITIS & ASTHMA W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,13,16165.92308,4138.923077
208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,70932,16563.18182
238,MAJOR CARDIOVASC PROCEDURES W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,13,84913.84615,21357.30769
243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,27,82939.18519,17752.7037
244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,15,60236.66667,13619.13333
247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,40,75001.7,15230.55
249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,23,68777.91304,14335.82609
251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,17,57746.70588,12038.23529
280,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,21,39668.71429,12925.66667
281,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,21,27423.2381,8813.571429
287,CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,81,39294.39506,9109.098765
291,HEART FAILURE & SHOCK W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,90,33349.38889,10146.96667
292,HEART FAILURE & SHOCK W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,130,25861.02308,7329.615385
293,HEART FAILURE & SHOCK W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,67,19428.9403,4619.104478
300,PERIPHERAL VASCULAR DISORDERS W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,20,21398.25,6564
303,ATHEROSCLEROSIS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,12,18436.25,3973.083333
305,HYPERTENSION W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,17,13598.17647,4160.294118
308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,38,28021.42105,8390.842105
309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,34,23479.47059,6527.882353
310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,69,16832.30435,4175.449275
312,SYNCOPE & COLLAPSE,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,50,21126.36,4888.18
313,CHEST PAIN,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,35,16154.57143,4007.857143
314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,15,36603.6,11802.06667
315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,26051.36364,11055.45455
329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,12,129301,35879
330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,19,72510.57895,17804.89474
372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,28,29205.14286,8478
377,G.I. HEMORRHAGE W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,22,43940.77273,11619.68182
378,G.I. HEMORRHAGE W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,62,25724.8871,6753.370968
379,G.I. HEMORRHAGE W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,15,15071.4,5069.066667
389,G.I. OBSTRUCTION W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,43,27753.53488,6691.674419
390,G.I. OBSTRUCTION W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,20,15074.2,4761.15
391,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,14,40227.92857,11550.28571
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,89,19967.52809,4928.393258
394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,27,21935.81481,6708.592593
418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,14,39483.78571,11470.07143
419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,24419.45455,7815.545455
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,13,36108,6885.769231
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,75,97396.85333,26698.22667
469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,13,80045,22898.46154
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,279,50086.21147,15111.70251
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,49,45211.46939,12504.04082
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,16,34858.8125,11002.875
491,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,45,31607.48889,6930.177778
536,FRACTURES OF HIP & PELVIS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,20,16188.5,4895.75
552,MEDICAL BACK PROBLEMS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,52,17644.40385,6036.480769
563,FX SPRN STRN & DISL EXCEPT FEMUR HIP PELVIS & THIGH W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,18,18364.83333,4875.833333
603,CELLULITIS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,81,18288.25926,5600.259259
638,DIABETES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,28,22734.10714,5604.428571
640,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,19,24885.84211,7746.842105
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,94,16125.25532,5204.712766
682,RENAL FAILURE W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,25,34330.24,10819.2
683,RENAL FAILURE W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,66,26200.63636,6784.772727
684,RENAL FAILURE W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,17,16176.47059,4479.823529
689,KIDNEY & URINARY TRACT INFECTIONS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,38,28471.34211,8092.447368
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,105,19833.64762,5258.238095
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,20012.81818,6750.818182
811,RED BLOOD CELL DISORDERS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,12,40822.58333,8832.083333
812,RED BLOOD CELL DISORDERS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,49,19059.42857,6159.734694
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,134925.9091,43067.90909
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,133,46983.68421,13098.32331
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,59,25835.83051,7724.966102
897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,16,17592.9375,5534.25
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,12,16034.91667,4182.583333
948,SIGNS & SYMPTOMS W/O MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,26,17708.92308,4857.346154
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,15,27196.06667,5368.733333
177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,38,40204.36842,10101.28947
178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,22,27270.13636,7630
189,PULMONARY EDEMA & RESPIRATORY FAILURE,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,30,23871.56667,7026.533333
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,28,25542.17857,6273.142857
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,23,19422.26087,5008.956522
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,15,16320.06667,3858.533333
193,SIMPLE PNEUMONIA & PLEURISY W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,13,37861.84615,7561
194,SIMPLE PNEUMONIA & PLEURISY W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,12,23236.16667,5426
247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,15,74838,10818.2
280,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,16,41087.5,7494.3125
291,HEART FAILURE & SHOCK W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,67,31421.08955,7695.970149
292,HEART FAILURE & SHOCK W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,18,21499.44444,5186.388889
293,HEART FAILURE & SHOCK W/O CC/MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,16,17603.625,3366.4375
308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,13,31599,6773.153846
312,SYNCOPE & COLLAPSE,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,18,21540.05556,3930.777778
313,CHEST PAIN,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,20,20507.35,3022
378,G.I. HEMORRHAGE W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,13,24824.61538,5261.615385
389,G.I. OBSTRUCTION W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,12,19842.25,4817.416667
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,41,21697.09756,4734.658537
469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,15,85436.26667,16811.93333
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,109,59997.59633,11507.48624
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,23,48955.69565,10074.08696
603,CELLULITIS W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,16,15763.3125,4398.6875
640,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,14,28411.78571,6165.857143
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,12,20168.66667,3602.75
682,RENAL FAILURE W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,33,27946.78788,8513.333333
683,RENAL FAILURE W CC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,24,20615.04167,5340.666667
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,15,18731,4152.733333
812,RED BLOOD CELL DISORDERS W/O MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,22,18341.72727,4302.5
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,12,111464.6667,28335.16667
870,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MO - St. Louis,14,148491.4286,32425.35714
