DRGCode,DRGDef,providertracking,providername,ProviderStreet,cityname,st_abrev,ProviderZip,HospitalReferralRegion,Discharges,AverageCoveredCharges,AverageTotalPayments
301,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,35,8576.8,4095.571429
303,ATHEROSCLEROSIS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,55,8724.709091,3807.072727
305,HYPERTENSION W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,72,9147.666667,3838.097222
308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,85,14581.55294,7677.070588
309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,137,10595.18248,5216.175182
310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,114,8273.719298,3552.122807
312,SYNCOPE & COLLAPSE,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,257,9936.447471,4458.88716
313,CHEST PAIN,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,136,9070.301471,3545.161765
314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,59,23344.47458,10980.45763
315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,23,11938.08696,5539.173913
329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,51,59260.4902,30447.58824
330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,45,34783.46667,15549.51111
372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,36,16192.38889,8029.416667
377,G.I. HEMORRHAGE W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,66,26802.90909,11726.09091
378,G.I. HEMORRHAGE W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,198,14751.60606,6355.39899
379,G.I. HEMORRHAGE W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,42,10366.04762,4520.285714
389,G.I. OBSTRUCTION W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,58,12246.03448,5741.62069
390,G.I. OBSTRUCTION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,36,8277.055556,3959.222222
391,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,60,16953.73333,8612.75
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,288,10644.88194,4647.916667
394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,64,12008.57813,6257.515625
418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,23,28109.17391,12102.6087
419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,21,22258.09524,7896.095238
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,31,14775.87097,6188.451613
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,79,77774.88608,25500.16456
469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,23,42937.3913,18506.17391
470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,391,34556.13043,13390.26598
473,CERVICAL SPINAL FUSION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,13,38487.15385,12678.07692
480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,35,41308.14286,18663.28571
481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,71,32988.14085,11467.15493
482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,25,30107.76,9440.44
491,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,27,18288.66667,6094.444444
536,FRACTURES OF HIP & PELVIS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,24,8836.541667,4354.25
552,MEDICAL BACK PROBLEMS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,104,13518.82692,5252.230769
563,FX SPRN STRN & DISL EXCEPT FEMUR HIP PELVIS & THIGH W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,38,10519.42105,4270.078947
602,CELLULITIS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,58,19368.74138,8943.017241
603,CELLULITIS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,256,10592.40625,5248.855469
638,DIABETES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,74,11308.78378,5155.783784
640,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,72,14993.59722,7022.736111
641,MISC DISORDERS OF NUTRITION METABOLISM FLUIDS/ELECTROLYTES W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,198,9301.237374,4262.90404
682,RENAL FAILURE W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,138,18954.22464,10126.1087
683,RENAL FAILURE W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,179,13515.15084,6303.335196
684,RENAL FAILURE W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,50,7951.68,4050.92
689,KIDNEY & URINARY TRACT INFECTIONS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,129,13442.49612,7373.457364
690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,262,9626.221374,4848.045802
698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,50,20226.78,9781.88
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,32,12185.03125,5944.3125
811,RED BLOOD CELL DISORDERS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,28,18632.42857,7893.821429
812,RED BLOOD CELL DISORDERS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,102,12099.03922,4955.578431
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,78,49047.9359,31400.25641
870,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,37,65874.59459,34862.2973
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,532,22662.24812,11822.31015
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,202,13650.62871,7167.920792
885,PSYCHOSES,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,19,9909.894737,5449.736842
897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,30,8474.666667,3957.466667
917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,34,15505.23529,9253.323529
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,39,9938.435897,3975.948718
948,SIGNS & SYMPTOMS W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,58,9477.189655,4457.396552
057,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,48,16616.08333,8552.458333
064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,91,53039.65934,18943.63736
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,129,34296.87597,10654.53488
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,40,25321.85,7511.725
069,TRANSIENT ISCHEMIA,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,50,19245.64,6693.52
074,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,49,16750.53061,8259.816327
101,SEIZURES W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,112,22230.88393,7495.464286
149,DYSEQUILIBRIUM,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,31,13623.58065,5960.032258
176,PULMONARY EMBOLISM W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,55,18229.38182,9663.418182
177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,36,34759.66667,18776.27778
178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,33,26531.51515,12991.24242
189,PULMONARY EDEMA & RESPIRATORY FAILURE,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,51,29663.21569,11847.70588
190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,96,23151.63542,11111.83333
191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,160,15675.46875,8965.325
192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,92,11053.05435,6562.097826
193,SIMPLE PNEUMONIA & PLEURISY W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,47,27545.46809,14014.61702
194,SIMPLE PNEUMONIA & PLEURISY W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,98,17625.37755,9271.928571
195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,22,11859.86364,6500.227273
202,BRONCHITIS & ASTHMA W CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,68,15521.85294,7846.308824
203,BRONCHITIS & ASTHMA W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,34,10399.41176,5665.882353
207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,57,130571.3333,51424.87719
208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,106,59283.4434,22184.40566
238,MAJOR CARDIOVASC PROCEDURES W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,34,95221.05882,29034.76471
243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,19,52693.47368,23154.52632
246,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,22,48411.63636,27198.18182
247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,37,35205.97297,17221.7027
249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,32,30443.28125,15451.59375
251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,26,36004.73077,16170.57692
252,OTHER VASCULAR PROCEDURES W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,50,64313.82,28264.12
253,OTHER VASCULAR PROCEDURES W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,41,58458.09756,22073.17073
254,OTHER VASCULAR PROCEDURES W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,19,27966.84211,14041.31579
280,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,135,32986.99259,17133.43704
281,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,93,20007.05376,10923.30108
282,ACUTE MYOCARDIAL INFARCTION DISCHARGED ALIVE W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,36,14725.66667,7399.722222
286,CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,52,47485.15385,19099.69231
287,CIRCULATORY DISORDERS EXCEPT AMI W CARD CATH W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,90,30150.65556,10794.35556
291,HEART FAILURE & SHOCK W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,189,31653.60847,14389.08995
292,HEART FAILURE & SHOCK W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,296,17122.61149,9464.027027
293,HEART FAILURE & SHOCK W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,95,11383.05263,6326.357895
300,PERIPHERAL VASCULAR DISORDERS W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,74,15186.06757,8653.986486
301,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,23,10505.13043,5980.173913
303,ATHEROSCLEROSIS W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,22,12317.63636,5493.045455
305,HYPERTENSION W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,47,13726.02128,5846.893617
308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,52,25253.25,12425.21154
309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,94,14251.14894,7791.585106
310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,41,10810.73171,5399.121951
312,SYNCOPE & COLLAPSE,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,119,14919.61345,6794.336134
313,CHEST PAIN,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,89,12208.83146,5184.831461
314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,118,33994.81356,17266.26271
315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,39,18475.17949,8924.974359
329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,36,117500.6667,48588.83333
330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,54,56345.01852,24096.42593
372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,50,21295.1,12123.82
377,G.I. HEMORRHAGE W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,69,33086,16427.44928
378,G.I. HEMORRHAGE W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,149,24000.57718,9694.201342
389,G.I. OBSTRUCTION W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,32,20216.09375,9041.78125
390,G.I. OBSTRUCTION W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,22,13779.31818,6145.681818
391,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,70,20485.51429,10729.04286
392,ESOPHAGITIS GASTROENT & MISC DIGEST DISORDERS W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,285,13773.99649,6786.891228
394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,54,23871.09259,9543.648148
439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,40,19501,9523.4
460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,60,66851.85,32608.16667
